0.000000,0.000000
22.120000,44.960000
22.120000,44.960000
22.190000,44.960000
22.190000,44.960000
22.030000,44.980000
22.030000,44.980000
22.160000,44.940000
22.160000,44.940000
22.060000,45.050000
22.060000,45.050000
22.120000,44.990000
22.120000,44.990000
22.030000,45.010000
22.030000,45.010000
22.160000,45.050000
22.160000,45.050000
22.060000,44.960000
22.060000,44.960000
22.060000,44.960000
22.060000,44.960000
22.000000,44.920000
22.000000,44.920000
22.190000,45.060000
22.190000,45.060000
0.000000,0.000000
22.500000,44.990000
22.500000,45.030000
22.500000,45.030000
22.500000,45.010000
22.500000,45.010000
22.530000,44.990000
22.530000,44.990000
22.500000,45.080000
22.500000,45.080000
22.470000,44.960000
22.470000,44.960000
22.500000,44.990000
22.500000,44.990000
22.500000,44.960000
22.500000,44.960000
22.440000,45.050000
22.440000,45.050000
22.470000,45.010000
22.470000,45.010000
22.500000,44.990000
22.500000,44.990000
22.500000,44.940000
22.500000,44.940000
22.470000,45.060000
22.470000,45.060000
22.440000,45.010000
22.440000,45.010000
22.500000,44.990000
22.500000,44.990000
22.500000,45.060000
22.500000,45.060000
22.410000,44.920000
22.410000,44.920000
22.530000,45.010000
22.530000,45.010000
22.500000,45.050000
22.500000,45.050000
22.370000,44.960000
22.370000,44.960000
22.410000,45.060000
22.410000,45.060000
22.370000,44.990000
22.370000,44.990000
22.500000,45.030000
22.500000,45.030000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
24.190000,45.010000
0.000000,0.000000
0.000000,0.000000
24.370000,44.960000
24.370000,44.960000
24.370000,44.960000
24.370000,44.960000
24.370000,44.960000
24.370000,44.960000
24.250000,44.960000
24.250000,44.960000
24.250000,44.960000
24.250000,44.960000
24.250000,44.960000
24.250000,44.960000
24.340000,45.060000
24.340000,45.060000
24.340000,45.060000
24.340000,45.060000
24.340000,45.060000
24.340000,45.060000
24.160000,44.980000
24.160000,44.980000
24.160000,44.980000
24.160000,44.980000
24.160000,44.980000
24.160000,44.980000
24.410000,45.030000
24.410000,45.030000
24.410000,45.030000
24.410000,45.030000
24.410000,45.030000
24.410000,45.030000
24.310000,44.980000
24.310000,44.980000
24.310000,44.980000
24.310000,44.980000
24.310000,44.980000
24.310000,44.980000
2-7-2023 15:37:30,0.000000,0.000000
2-7-2023 15:37:30,0.000000,0.000000
2-7-2023 15:37:30,0.000000,0.000000
2-7-2023 15:37:30,24.470000,45.010000
2-7-2023 15:37:30,0.000000,0.000000
2-7-2023 15:37:30,0.000000,0.000000
2-7-2023 15:37:30,0.000000,0.000000
2-7-2023 15:37:30,24.470000,45.010000
2-7-2023 15:37:31,24.470000,45.010000
2-7-2023 15:37:31,0.000000,0.000000
